Study_ID,Country,Crop_Type,IoT_Devices,Sensor_Type,Irrigation_Mode,Water_Saved_%,Yield_Change_%,Cost_Reduction_%,ML_Model_Used,Model_Accuracy_%,Evaluation_Period_Days,Data_Quality_Flag,Notes
5932,India,Rice,Soil sensors + Drones,EC (salinity),Flood,23,4,11,XGBoost,81,254,Medium,
5933,Bangladesh,Mango,Drones (NDVI),NDVI,Drip,32,1,11,RCNN,96,139,Low,
5934,India,Cotton,Vision camera (edge),NDVI,Manual,31,13,11,Ensemble,89,61,Low,High rainfall during eval period
5935,India,Millet,Drones (NDVI),Air Temp,Cloud-auto (scheduled),30,7,15,Ensemble,89,56,High,
5936,Bangladesh,Maize,Soil sensors + Weather station,Air Temp,Drip + Sensor-driven,37,7,15,Ensemble,81,329,Low,
5937,Australia,Cotton,Vision camera (edge),Soil Moisture,Drip,31,16,14,LightGBM,97,104,High,High rainfall during eval period
5938,Australia,Date Palm,Soil sensors + Drones,Humidity,Drip + Sensor-driven,34,10,17,LightGBM,86,279,High,
5939,Brazil,Mango,Soil sensors,Soil Temperature,Manual,25,11,14,LightGBM,76,183,Medium,Cloud outage recorded
5940,India,Rice,NodeMCU + LoRa,Air Temp,Flood,22,18,7,Linear Regression,75,139,Low,
5941,Brazil,Rice,Soil sensors,Air Temp,Manual,27,11,6,KNN,61,164,High,
5942,USA,Cotton,Soil sensors,Soil Temperature,Drip,34,5,11,Random Forest,82,45,Low,
5943,Portugal,Sorghum,Soil sensors + Weather station,Humidity,Drip,33,6,19,Ensemble,82,187,High,High rainfall during eval period
5944,India,Mango,Soil sensors + Weather station,Multispectral Camera,Manual,29,1,10,Linear Regression,86,282,High,
5945,Egypt,Tomato,Drones (NDVI),Solar Radiation,Cloud-auto (scheduled),22,3,9,Random Forest,85,127,High,
5946,Spain,Tomato,Soil sensors,EC (salinity),Drip,30,18,8,Random Forest,75,266,High,Dry season
5947,India,Grapes,Drones (NDVI),NDVI,Drip,28,7,12,XGBoost,75,73,Low,
5948,India,Wheat,Vision camera (edge),Soil Moisture,Sprinkler,29,5,17,Reinforcement Learning (A2C),80,88,Medium,
5949,Egypt,Rice,Vision camera (edge),Air Temp,Sprinkler,19,11,10,LightGBM,79,234,Medium,Smallholder field
5950,Bangladesh,Maize,Soil sensors,NDVI,Drip + Sensor-driven,35,12,10,Linear Regression,65,54,High,
5951,India,Sorghum,Soil sensors,Air Temp,Cloud-auto (scheduled),36,4,17,Random Forest,84,212,Medium,
5952,Egypt,Sorghum,Vision camera (edge),Multispectral Camera,Cloud-auto (scheduled),18,6,9,RCNN,74,231,Medium,Dry season
5953,India,Tomato,Edge device + Vision,Solar Radiation,Micro-irrigation,17,4,6,KNN,83,64,High,
5954,China,Grapes,NodeMCU + LoRa,NDVI,Cloud-auto (scheduled),33,13,7,Linear Regression,69,256,High,
5955,India,Wheat,Soil sensors + Weather station,Soil Temperature,Sprinkler + Auto,25,1,12,Random Forest,75,105,Medium,
5956,India,Wheat,Soil sensors,Soil Moisture,Drip + Sensor-driven,29,12,12,Ensemble,83,148,Low,Cloud outage recorded
5957,USA,Sugarcane,Soil sensors,Soil Moisture,Flood,10,14,3,Random Forest,84,318,High,
5958,Brazil,Cotton,Soil sensors + Drones,Air Temp,Cloud-auto (scheduled),29,5,10,XGBoost,69,182,Medium,
5959,India,Maize,Drones (NDVI),Solar Radiation,Sprinkler,31,12,9,LightGBM,73,55,Medium,
5960,China,Millet,Soil sensors + Weather station,Air Temp,Cloud-auto (scheduled),10,2,4,Random Forest,78,173,Medium,High sensor drift
5961,Bangladesh,Grapes,NodeMCU + LoRa,Humidity,Drip + Sensor-driven,34,9,11,CNN,85,76,High,Solar powered
5962,India,Potato,NodeMCU + LoRa,Solar Radiation,Manual,25,4,8,Reinforcement Learning (A2C),73,274,Medium,
5963,India,Grapes,Vision camera (edge),Multispectral Camera,Cloud-auto (scheduled),28,6,8,XGBoost,80,223,High,
5964,India,Sugarcane,Soil sensors + Drones,Humidity,Cloud-auto (scheduled),30,16,9,Linear Regression,74,329,Medium,Cloud outage recorded
5965,Brazil,Cotton,Soil sensors,Air Temp,Micro-irrigation,33,13,15,LightGBM,85,160,Medium,
5966,India,Soybean,Weather station,NDVI,Micro-irrigation,19,9,6,XGBoost,89,36,High,
5967,India,Sugarcane,Soil sensors,Soil Moisture,Manual,29,14,10,Linear Regression,73,346,Low,
5968,India,Sorghum,Weather station,Soil Moisture,Manual,34,17,16,Linear Regression,62,146,High,
5969,USA,Sugarcane,Soil sensors + Drones,Soil Moisture,Manual,32,9,12,CNN,80,160,High,
5970,China,Rice,Cloud-connected sensors,EC (salinity),Drip,37,5,18,LightGBM,81,195,High,Pilot plot
5971,India,Grapes,Cloud-connected sensors,Soil Moisture,Micro-irrigation,35,15,21,Reinforcement Learning (A2C),79,182,High,
5972,Egypt,Date Palm,Drones (NDVI),EC (salinity),Drip,33,11,16,LightGBM,88,81,High,Pilot plot
5973,India,Sugarcane,Drones (NDVI),EC (salinity),Micro-irrigation,24,6,8,Linear Regression,57,254,High,
5974,India,Sorghum,Weather station,Soil Moisture,Sprinkler,27,10,12,Linear Regression,83,270,Medium,
5975,China,Soybean,Weather station,EC (salinity),Flood,16,14,4,XGBoost,83,176,High,Edge device tested
5976,India,Sugarcane,Soil sensors,Soil Temperature,Sprinkler + Auto,32,5,11,XGBoost,82,309,High,
5977,Brazil,Tomato,NodeMCU + LoRa,Multispectral Camera,Drip + Sensor-driven,25,7,8,XGBoost,83,90,High,
5978,India,Potato,Weather station,NDVI,Manual,29,17,6,Random Forest,88,196,Medium,
5979,Australia,Cotton,Soil sensors,Soil Temperature,Micro-irrigation,24,12,11,Ensemble,79,68,Low,Smallholder field
5980,India,Tomato,Soil sensors + Drones,Multispectral Camera,Sprinkler + Auto,33,9,12,Random Forest,87,339,High,
5981,Egypt,Grapes,Cloud-connected sensors,Soil Temperature,Manual,21,-2,7,Random Forest,88,162,High,
5982,India,Tomato,Drones (NDVI),Soil Temperature,Micro-irrigation,23,24,9,Ensemble,91,313,High,
5983,India,Mango,Drones (NDVI),Humidity,Sprinkler + Auto,18,1,6,Linear Regression,70,181,High,Long-term monitoring
5984,Bangladesh,Cotton,Cloud-connected sensors,Humidity,Sprinkler + Auto,26,12,13,Random Forest,69,256,High,
5985,Egypt,Mango,Soil sensors + Drones,Multispectral Camera,Manual,32,8,17,XGBoost,92,197,High,High rainfall during eval period
5986,Bangladesh,Millet,Cloud-connected sensors,Multispectral Camera,Sprinkler,38,11,17,LightGBM,77,204,Medium,
5987,India,Potato,Soil sensors,Humidity,Drip,41,9,15,Reinforcement Learning (A2C),59,276,Medium,
5988,Australia,Soybean,Soil sensors + Weather station,Multispectral Camera,Flood,25,13,13,XGBoost,85,129,High,Edge device tested
5989,Ghana,Millet,Soil sensors,Multispectral Camera,Flood,21,12,12,RCNN,82,201,High,
5990,Egypt,Maize,Soil sensors,Humidity,Manual,20,13,7,Ensemble,91,127,Medium,
5991,India,Mango,Cloud-connected sensors,Air Temp,Sprinkler,31,21,10,LightGBM,74,218,Medium,Solar powered
5992,India,Rice,Soil sensors,Solar Radiation,Cloud-auto (scheduled),31,-4,10,XGBoost,90,39,High,
5993,India,Potato,Vision camera (edge),Air Temp,Micro-irrigation,42,10,25,Ensemble,86,96,High,
5994,India,Date Palm,Soil sensors + Weather station,Humidity,Flood,26,-5,6,Random Forest,79,348,High,
5995,India,Grapes,Weather station,Air Temp,Flood,27,7,10,Reinforcement Learning (A2C),64,329,High,High rainfall during eval period
5996,Egypt,Mango,Weather station,NDVI,Manual,26,8,12,KNN,71,37,Medium,High rainfall during eval period
5997,Bangladesh,Grapes,Drones (NDVI),Air Temp,Drip + Sensor-driven,42,3,18,Reinforcement Learning (A2C),83,189,Low,
5998,USA,Sugarcane,Soil sensors + Drones,NDVI,Manual,33,9,11,Random Forest,93,96,High,
5999,Ghana,Potato,Soil sensors + Weather station,Soil Temperature,Cloud-auto (scheduled),26,2,12,Ensemble,77,234,High,Dry season
6000,India,Wheat,Soil sensors,NDVI,Cloud-auto (scheduled),45,13,12,Ensemble,64,160,High,High rainfall during eval period
6001,India,Cotton,Soil sensors,Multispectral Camera,Sprinkler,26,5,13,Random Forest,78,292,Medium,
6002,Egypt,Tomato,Soil sensors + Drones,Air Temp,Drip + Sensor-driven,44,19,14,Reinforcement Learning (A2C),94,289,Medium,
6003,India,Wheat,Cloud-connected sensors,EC (salinity),Sprinkler,38,14,15,Reinforcement Learning (A2C),82,274,Low,Cloud outage recorded
6004,Portugal,Potato,Cloud-connected sensors,Humidity,Sprinkler + Auto,37,4,9,Ensemble,79,141,Medium,
6005,India,Rice,Soil sensors + Drones,Humidity,Drip + Sensor-driven,36,15,17,KNN,70,113,High,
6006,China,Wheat,Soil sensors + Drones,Air Temp,Drip,34,21,20,Random Forest,89,218,High,Edge device tested
6007,USA,Mango,Cloud-connected sensors,EC (salinity),Sprinkler,29,8,8,Ensemble,87,251,Medium,High sensor drift
6008,India,Rice,Drones (NDVI),Solar Radiation,Micro-irrigation,37,19,21,Ensemble,93,334,High,Edge device tested
6009,China,Date Palm,Cloud-connected sensors,EC (salinity),Micro-irrigation,27,9,8,Reinforcement Learning (A2C),76,343,High,Smallholder field
6010,India,Sugarcane,Edge device + Vision,NDVI,Manual,28,12,16,XGBoost,72,190,Medium,
6011,Portugal,Potato,Weather station,Solar Radiation,Micro-irrigation,36,16,11,LightGBM,80,325,High,Edge device tested
6012,Bangladesh,Cotton,Weather station,EC (salinity),Flood,23,8,6,Ensemble,78,249,Medium,
6013,India,Soybean,Soil sensors,Soil Temperature,Manual,40,11,16,XGBoost,74,274,Medium,
6014,USA,Potato,Soil sensors + Drones,Soil Temperature,Sprinkler + Auto,37,22,10,Random Forest,77,208,Medium,Dry season
6015,India,Date Palm,Soil sensors + Drones,Humidity,Drip + Sensor-driven,36,24,10,CNN,86,151,Medium,
6016,Bangladesh,Date Palm,Vision camera (edge),Soil Moisture,Micro-irrigation,28,2,14,CNN,79,89,Medium,
6017,China,Rice,Drones (NDVI),Soil Temperature,Sprinkler + Auto,23,15,13,XGBoost,74,125,High,Solar powered
6018,Ghana,Mango,Soil sensors,NDVI,Sprinkler + Auto,36,19,10,Random Forest,78,180,High,High rainfall during eval period
6019,Australia,Date Palm,Soil sensors,Solar Radiation,Drip,42,6,17,XGBoost,89,274,High,
6020,Egypt,Millet,Soil sensors + Weather station,NDVI,Manual,41,7,17,LightGBM,73,40,Medium,
6021,India,Soybean,Cloud-connected sensors,Soil Moisture,Drip + Sensor-driven,34,16,13,Linear Regression,67,118,Medium,
6022,India,Grapes,Soil sensors,EC (salinity),Manual,21,13,5,Random Forest,73,163,Medium,Dry season
6023,USA,Soybean,Soil sensors + Drones,Soil Moisture,Sprinkler,25,4,12,Linear Regression,74,147,Low,Long-term monitoring
6024,USA,Cotton,Soil sensors,Multispectral Camera,Manual,30,11,6,Ensemble,73,93,High,
6025,Brazil,Cotton,Weather station,Soil Moisture,Sprinkler + Auto,34,5,13,Ensemble,81,275,Medium,Long-term monitoring
6026,China,Sorghum,Drones (NDVI),Solar Radiation,Drip,25,6,10,RCNN,76,61,High,
6027,India,Potato,Soil sensors + Drones,Soil Moisture,Sprinkler + Auto,31,8,13,XGBoost,85,75,High,
6028,Ghana,Rice,Solar-powered sensors,Soil Temperature,Cloud-auto (scheduled),32,9,6,Linear Regression,89,347,High,
6029,China,Sugarcane,NodeMCU + LoRa,Humidity,Manual,19,16,5,XGBoost,94,104,Medium,
6030,India,Soybean,Drones (NDVI),Air Temp,Cloud-auto (scheduled),26,8,11,Linear Regression,75,157,Low,
6031,Brazil,Wheat,Soil sensors,Air Temp,Sprinkler + Auto,25,14,6,KNN,76,197,Low,
6032,India,Cotton,Solar-powered sensors,Multispectral Camera,Manual,26,6,10,Ensemble,75,239,Low,Cloud outage recorded
6033,India,Grapes,Soil sensors + Weather station,NDVI,Drip + Sensor-driven,35,8,9,Reinforcement Learning (A2C),67,140,Medium,Dry season
6034,USA,Sugarcane,Vision camera (edge),Soil Temperature,Micro-irrigation,31,18,16,Random Forest,82,159,Medium,Edge device tested
6035,India,Cotton,Soil sensors,NDVI,Manual,29,15,16,Ensemble,97,164,High,
6036,Ghana,Maize,Edge device + Vision,Humidity,Drip,32,6,7,LightGBM,93,88,Medium,Solar powered
6037,Portugal,Soybean,Soil sensors,Air Temp,Sprinkler + Auto,35,0,10,Linear Regression,68,69,High,
6038,Portugal,Wheat,Soil sensors,Soil Temperature,Sprinkler,23,6,11,Ensemble,79,272,High,
6039,India,Mango,Soil sensors,NDVI,Cloud-auto (scheduled),32,8,10,Random Forest,77,191,Medium,
6040,Spain,Soybean,Soil sensors,Multispectral Camera,Drip + Sensor-driven,28,10,13,LightGBM,83,62,High,Pilot plot
6041,Australia,Wheat,Soil sensors,NDVI,Manual,25,12,9,KNN,79,97,High,High rainfall during eval period
6042,USA,Maize,Soil sensors,EC (salinity),Manual,30,15,12,Ensemble,85,118,Medium,
6043,India,Date Palm,Soil sensors + Weather station,Solar Radiation,Sprinkler + Auto,41,11,23,Ensemble,71,187,High,Smallholder field
6044,India,Date Palm,Drones (NDVI),Multispectral Camera,Flood,13,7,5,Ensemble,82,318,High,
6045,USA,Millet,Soil sensors,Solar Radiation,Flood,24,8,6,XGBoost,87,66,High,
6046,India,Mango,Vision camera (edge),Soil Temperature,Sprinkler,28,22,12,Random Forest,76,193,Medium,
6047,China,Soybean,Drones (NDVI),Humidity,Flood,15,9,5,CNN,84,88,Medium,
6048,India,Tomato,Soil sensors + Weather station,Soil Moisture,Drip,25,17,10,LightGBM,92,250,Medium,
6049,India,Mango,Edge device + Vision,Soil Temperature,Sprinkler,30,6,8,CNN,76,79,Medium,
6050,Bangladesh,Sorghum,Edge device + Vision,Soil Moisture,Manual,29,5,8,Ensemble,74,216,Medium,
6051,USA,Soybean,Vision camera (edge),Soil Moisture,Cloud-auto (scheduled),29,21,13,Random Forest,80,254,Low,
6052,Ghana,Grapes,Vision camera (edge),Humidity,Micro-irrigation,33,3,12,LightGBM,92,330,High,
6053,Portugal,Mango,Edge device + Vision,Air Temp,Drip + Sensor-driven,30,4,16,Ensemble,79,283,Medium,
6054,India,Mango,Soil sensors,Air Temp,Sprinkler,24,3,12,Ensemble,89,253,High,
6055,Brazil,Date Palm,Soil sensors + Weather station,Air Temp,Drip + Sensor-driven,34,6,9,Random Forest,74,318,Medium,Cloud outage recorded
6056,India,Date Palm,Drones (NDVI),NDVI,Cloud-auto (scheduled),17,11,8,Linear Regression,76,365,Medium,Solar powered
6057,Spain,Date Palm,Soil sensors + Weather station,Humidity,Micro-irrigation,31,6,10,Linear Regression,71,147,High,
6058,India,Maize,Soil sensors,EC (salinity),Flood,18,11,6,KNN,72,207,High,
6059,India,Grapes,Soil sensors,Soil Moisture,Cloud-auto (scheduled),24,-2,10,Ensemble,75,362,High,Solar powered
6060,Australia,Wheat,Vision camera (edge),Multispectral Camera,Cloud-auto (scheduled),25,11,13,CNN,84,57,High,
6061,USA,Tomato,Cloud-connected sensors,Solar Radiation,Cloud-auto (scheduled),25,12,11,Linear Regression,73,50,High,Solar powered
6062,India,Soybean,Soil sensors + Drones,Soil Moisture,Manual,28,2,10,LightGBM,72,97,Medium,Pilot plot
6063,USA,Rice,Soil sensors + Weather station,Soil Moisture,Drip + Sensor-driven,31,2,15,Random Forest,82,61,High,
6064,Australia,Date Palm,Cloud-connected sensors,Solar Radiation,Drip + Sensor-driven,27,10,15,XGBoost,71,336,High,Solar powered
6065,Australia,Cotton,Weather station,EC (salinity),Sprinkler + Auto,34,10,12,Linear Regression,68,196,Medium,
6066,Bangladesh,Date Palm,Drones (NDVI),NDVI,Sprinkler,22,13,11,KNN,67,209,High,Edge device tested
6067,India,Wheat,Soil sensors,Soil Temperature,Manual,34,18,14,Linear Regression,72,92,High,
6068,Egypt,Grapes,Soil sensors + Weather station,Solar Radiation,Micro-irrigation,30,9,13,LightGBM,84,253,High,High sensor drift
6069,Australia,Mango,Soil sensors,Humidity,Micro-irrigation,29,14,13,CNN,77,329,Medium,
6070,China,Wheat,Weather station,Soil Moisture,Cloud-auto (scheduled),19,13,6,LightGBM,85,226,Medium,Solar powered
6071,USA,Soybean,Drones (NDVI),Humidity,Drip,25,6,12,Ensemble,90,71,Low,
6072,Bangladesh,Tomato,Soil sensors,Multispectral Camera,Sprinkler + Auto,24,10,11,Ensemble,82,47,High,Pilot plot
6073,USA,Millet,Soil sensors + Weather station,Soil Temperature,Sprinkler + Auto,27,8,12,Reinforcement Learning (A2C),78,106,High,
6074,India,Grapes,Cloud-connected sensors,Soil Temperature,Cloud-auto (scheduled),26,4,8,KNN,71,313,High,
6075,India,Rice,Cloud-connected sensors,Solar Radiation,Cloud-auto (scheduled),14,14,4,Random Forest,68,360,High,
6076,India,Sorghum,Soil sensors + Drones,Multispectral Camera,Sprinkler,34,11,10,LightGBM,97,338,Medium,
6077,India,Millet,Soil sensors,Air Temp,Sprinkler,29,-3,13,Ensemble,89,349,High,High rainfall during eval period
6078,China,Rice,Soil sensors,Multispectral Camera,Drip,31,7,13,Reinforcement Learning (A2C),78,288,High,High sensor drift
6079,Australia,Cotton,Vision camera (edge),Solar Radiation,Manual,26,16,6,Ensemble,87,352,Low,
6080,China,Tomato,Drones (NDVI),Soil Moisture,Drip + Sensor-driven,24,5,10,Ensemble,82,341,Low,Long-term monitoring
6081,China,Tomato,Soil sensors + Weather station,Soil Temperature,Flood,27,2,10,LightGBM,92,333,High,Cloud outage recorded
6082,Ghana,Potato,Soil sensors,Air Temp,Manual,34,3,12,LightGBM,79,348,Medium,Smallholder field
6083,China,Wheat,Weather station,Humidity,Sprinkler + Auto,21,12,7,Random Forest,87,191,High,
6084,India,Cotton,Soil sensors + Drones,Humidity,Drip,36,19,17,Linear Regression,81,351,Low,
6085,India,Soybean,Soil sensors + Drones,Solar Radiation,Micro-irrigation,35,12,15,KNN,62,245,High,
6086,China,Millet,Cloud-connected sensors,Humidity,Manual,29,6,14,Random Forest,86,107,High,
6087,India,Sugarcane,Soil sensors,Humidity,Drip,23,8,5,RCNN,81,139,Medium,
6088,USA,Wheat,Weather station,Soil Temperature,Sprinkler + Auto,31,11,9,Linear Regression,69,39,Medium,High rainfall during eval period
6089,India,Sugarcane,Drones (NDVI),Soil Temperature,Sprinkler,29,0,8,Random Forest,76,192,Low,High rainfall during eval period
6090,Bangladesh,Date Palm,Weather station,EC (salinity),Drip,27,11,15,CNN,91,261,High,Edge device tested
6091,Bangladesh,Rice,Vision camera (edge),Solar Radiation,Drip,36,7,12,Random Forest,97,163,High,High sensor drift
6092,Australia,Date Palm,Soil sensors + Drones,Multispectral Camera,Cloud-auto (scheduled),30,20,17,Linear Regression,66,328,High,
6093,Brazil,Sugarcane,Soil sensors,Solar Radiation,Manual,22,15,5,Random Forest,78,108,Low,High rainfall during eval period
6094,USA,Rice,Soil sensors,Solar Radiation,Sprinkler + Auto,14,1,3,CNN,86,136,Medium,
6095,Egypt,Sorghum,Soil sensors,Multispectral Camera,Manual,12,9,7,XGBoost,77,298,Medium,
6096,India,Cotton,Solar-powered sensors,NDVI,Manual,28,11,11,XGBoost,79,245,High,Long-term monitoring
6097,USA,Maize,NodeMCU + LoRa,Humidity,Flood,13,10,6,KNN,70,59,High,
6098,Australia,Potato,Cloud-connected sensors,Multispectral Camera,Sprinkler + Auto,18,12,9,LightGBM,87,179,High,
6099,Bangladesh,Soybean,Weather station,Soil Moisture,Manual,30,10,12,Linear Regression,60,52,High,
6100,Brazil,Maize,Soil sensors,Humidity,Manual,20,7,4,LightGBM,76,243,High,High rainfall during eval period
6101,India,Potato,Soil sensors,EC (salinity),Drip,33,-1,12,XGBoost,88,139,High,Cloud outage recorded
6102,China,Sorghum,Cloud-connected sensors,Multispectral Camera,Sprinkler,16,0,7,CNN,80,195,High,
6103,Bangladesh,Maize,Vision camera (edge),Humidity,Sprinkler + Auto,35,20,11,KNN,60,355,High,
6104,Egypt,Cotton,Soil sensors + Drones,Soil Moisture,Flood,26,2,11,LightGBM,74,47,High,
6105,Bangladesh,Tomato,Weather station,NDVI,Drip,38,5,15,KNN,75,57,High,
6106,India,Millet,Cloud-connected sensors,Humidity,Flood,17,6,8,LightGBM,76,178,Medium,Pilot plot
6107,Spain,Mango,Soil sensors + Drones,Solar Radiation,Cloud-auto (scheduled),31,17,17,XGBoost,82,144,High,High sensor drift
6108,India,Tomato,Soil sensors,Air Temp,Sprinkler + Auto,22,14,11,Ensemble,77,54,High,High sensor drift
6109,Australia,Maize,Drones (NDVI),Air Temp,Flood,19,21,4,Linear Regression,76,296,Medium,High sensor drift
6110,China,Date Palm,Soil sensors + Drones,NDVI,Sprinkler + Auto,30,15,11,Linear Regression,76,178,High,Pilot plot
6111,India,Grapes,Drones (NDVI),Air Temp,Drip + Sensor-driven,35,-2,10,Random Forest,87,185,High,High rainfall during eval period
6112,India,Sugarcane,Vision camera (edge),Solar Radiation,Cloud-auto (scheduled),18,5,6,LightGBM,73,287,Medium,
6113,India,Potato,Cloud-connected sensors,Soil Temperature,Flood,22,7,9,RCNN,86,299,High,
6114,Ghana,Mango,Drones (NDVI),Humidity,Cloud-auto (scheduled),27,19,9,Reinforcement Learning (A2C),88,251,High,
6115,India,Sorghum,Soil sensors + Drones,Multispectral Camera,Flood,22,18,9,Random Forest,85,148,Medium,
6116,China,Tomato,Solar-powered sensors,Solar Radiation,Micro-irrigation,35,6,15,LightGBM,95,263,High,
6117,Brazil,Soybean,Edge device + Vision,Soil Moisture,Drip + Sensor-driven,36,12,10,Random Forest,87,247,High,
6118,India,Wheat,Drones (NDVI),NDVI,Micro-irrigation,33,9,14,XGBoost,74,331,Medium,
6119,Egypt,Rice,Weather station,Soil Temperature,Cloud-auto (scheduled),36,15,13,XGBoost,72,306,High,
6120,India,Tomato,Weather station,Humidity,Manual,32,13,10,LightGBM,82,46,High,
6121,China,Mango,Drones (NDVI),EC (salinity),Cloud-auto (scheduled),39,4,22,CNN,74,49,Medium,
6122,India,Rice,Cloud-connected sensors,Solar Radiation,Manual,20,4,7,KNN,74,65,Medium,
6123,Bangladesh,Soybean,Cloud-connected sensors,Solar Radiation,Flood,15,11,4,RCNN,82,125,High,
